SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/native_apps/ChangeDetection;b89b85b79e5fddba3c7dff34ece93dfed8d9c874;814a6a2045809244347656e3d67d4d36e61b22d6;Version 0.3	;prob_removal;Possible_False_Positive
SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/native_apps/ChangeDetection;b89b85b79e5fddba3c7dff34ece93dfed8d9c874;814a6a2045809244347656e3d67d4d36e61b22d6;Version 0.3	;prob_removal;Possible_False_Positive
SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/native_apps/ChangeDetection;b89b85b79e5fddba3c7dff34ece93dfed8d9c874;814a6a2045809244347656e3d67d4d36e61b22d6;Version 0.3	;prob_removal;Possible_False_Positive
SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/native_apps/ChangeDetection;b89b85b79e5fddba3c7dff34ece93dfed8d9c874;814a6a2045809244347656e3d67d4d36e61b22d6;Version 0.3	;prob_removal;Possible_False_Positive
SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/native_apps/ChangeDetection;b89b85b79e5fddba3c7dff34ece93dfed8d9c874;814a6a2045809244347656e3d67d4d36e61b22d6;Version 0.3	;prob_removal;Possible_False_Positive
SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/native_apps/Zensuren;86bccb6ff77a36e273eb24d93b0bae9238b1550c;a2134d60acad14915df40292e534b66fabaa6e05;src3	;prob_removal;Possible_False_Positive
SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/native_apps/vanilla-music-metadata-fetch;25ca710152b847cd24600e7400b0477890ddb1fa;018a04d068db8e7f1cfe2d040fa9cab0e00e874c;Implementation mostly complete	;def_removal;Possible_False_Positive
SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/native_apps/vanilla-music-metadata-fetch;25ca710152b847cd24600e7400b0477890ddb1fa;018a04d068db8e7f1cfe2d040fa9cab0e00e874c;Implementation mostly complete	;def_removal;Possible_False_Positive
SlowForLoop;/Users/rar9993/repos/research/fdroid_apps/native_apps/tinyclock;dd318fc662c6a65745544da0c7bf6613242e0be7;2dff770411aa5b632f8f2de75bd331d30b7d9293;Update preview image / Code cleaning	;def_removal;True_Positive
CollectionOfViews;/Users/rar9993/repos/research/fdroid_apps/native_apps/attendance-viewer;2c9586d2d3601ef02e42c2817fff9b4c1c474952;11b70ccfda14da45dd3d4dabd74d8ef153695015;Updated App design	;def_removal;Possible_True_Positive
SSLSessionCaching;/Users/rar9993/repos/research/fdroid_apps/native_apps/EveryonesTimetable;1d4081909f9d5d79dd20a431ad1698523dcad6d6;f1db2f194ed89ec4fd38672b686f061f3c0c81bb;Fixed a new bug that only showed up in Android 28 and 29.	;def_removal;Possible_False_Positive
SSLSessionCaching;/Users/rar9993/repos/research/fdroid_apps/native_apps/EveryonesTimetable;781a410dd4b91fb77ccbfad8fbeeb1fbd7d61c2c;02d0208a63b827a4b8ca3b1584419b4178660c96;Copy-over-merge from master repository (4a4920e).	* fastlane for FDroid	;def_removal;Possible_False_Positive
URLCaching;/Users/rar9993/repos/research/fdroid_apps/native_apps/EveryonesTimetable;1d4081909f9d5d79dd20a431ad1698523dcad6d6;f1db2f194ed89ec4fd38672b686f061f3c0c81bb;Fixed a new bug that only showed up in Android 28 and 29.	;def_removal;Possible_False_Positive
URLCaching;/Users/rar9993/repos/research/fdroid_apps/native_apps/EveryonesTimetable;781a410dd4b91fb77ccbfad8fbeeb1fbd7d61c2c;02d0208a63b827a4b8ca3b1584419b4178660c96;Copy-over-merge from master repository (4a4920e).	* fastlane for FDroid	;def_removal;Possible_False_Positive
URLCaching;/Users/rar9993/repos/research/fdroid_apps/native_apps/EveryonesTimetable;781a410dd4b91fb77ccbfad8fbeeb1fbd7d61c2c;02d0208a63b827a4b8ca3b1584419b4178660c96;Copy-over-merge from master repository (4a4920e).	* fastlane for FDroid	;def_removal;Possible_False_Positive
URLCaching;/Users/rar9993/repos/research/fdroid_apps/native_apps/yarc;433d964cc445854814eafd728f44efde06db8c92;20ecba97d6ffc81b4f0f545f6f298dcebda3c116;Add FixerIo current rate service		Signed-off-by: Julien STEPHAN <stephan-julien@laposte.com>	;def_removal;Possible_False_Positive
URLCaching;/Users/rar9993/repos/research/fdroid_apps/native_apps/weather-overview;2ea0509eae6889daae79d74e9276c05c5c4cf4eb;771d33c9df9bd94fcdc14a525d35a0a73865f2d0;Fix main executor receival for API 28 and lower	;def_removal;Possible_False_Positive
DataTransmissionWithoutCompression;/Users/rar9993/repos/research/fdroid_apps/native_apps/vanilla-music-metadata-fetch;25ca710152b847cd24600e7400b0477890ddb1fa;018a04d068db8e7f1cfe2d040fa9cab0e00e874c;Implementation mostly complete	;def_removal;Possible_True_Positive
DataTransmissionWithoutCompression;/Users/rar9993/repos/research/fdroid_apps/native_apps/fdroid/app;30cb2f9150efaa692cab46bac70e0922f4662c63;c040853bbedf84cc912412b9cec63aa967cf0d91;Automated commit for build 0.6.4	;def_removal;Possible_False_Positive
DataTransmissionWithoutCompression;/Users/rar9993/repos/research/fdroid_apps/native_apps/fdroid/app;30cb2f9150efaa692cab46bac70e0922f4662c63;c040853bbedf84cc912412b9cec63aa967cf0d91;Automated commit for build 0.6.4	;def_removal;Possible_False_Positive
DataTransmissionWithoutCompression;/Users/rar9993/repos/research/fdroid_apps/native_apps/fdroid/app;30cb2f9150efaa692cab46bac70e0922f4662c63;c040853bbedf84cc912412b9cec63aa967cf0d91;Automated commit for build 0.6.4	;def_removal;Possible_False_Positive
DataTransmissionWithoutCompression;/Users/rar9993/repos/research/fdroid_apps/native_apps/fdroid/app;30cb2f9150efaa692cab46bac70e0922f4662c63;c040853bbedf84cc912412b9cec63aa967cf0d91;Automated commit for build 0.6.4	;def_removal;Possible_False_Positive
DataTransmissionWithoutCompression;/Users/rar9993/repos/research/fdroid_apps/native_apps/fdroid/app;30cb2f9150efaa692cab46bac70e0922f4662c63;c040853bbedf84cc912412b9cec63aa967cf0d91;Automated commit for build 0.6.4	;def_removal;Possible_False_Positive
DataTransmissionWithoutCompression;/Users/rar9993/repos/research/fdroid_apps/native_apps/fdroid/app;30cb2f9150efaa692cab46bac70e0922f4662c63;c040853bbedf84cc912412b9cec63aa967cf0d91;Automated commit for build 0.6.4	;def_removal;Possible_False_Positive
DataTransmissionWithoutCompression;/Users/rar9993/repos/research/fdroid_apps/native_apps/fdroid/app;30cb2f9150efaa692cab46bac70e0922f4662c63;c040853bbedf84cc912412b9cec63aa967cf0d91;Automated commit for build 0.6.4	;def_removal;Possible_False_Positive
DataTransmissionWithoutCompression;/Users/rar9993/repos/research/fdroid_apps/native_apps/fdroid/app;30cb2f9150efaa692cab46bac70e0922f4662c63;c040853bbedf84cc912412b9cec63aa967cf0d91;Automated commit for build 0.6.4	;def_removal;Possible_False_Positive
DataTransmissionWithoutCompression;/Users/rar9993/repos/research/fdroid_apps/native_apps/fdroid/app;30cb2f9150efaa692cab46bac70e0922f4662c63;c040853bbedf84cc912412b9cec63aa967cf0d91;Automated commit for build 0.6.4	;def_removal;Possible_False_Positive
RigidAlarmManager;/Users/rar9993/repos/research/fdroid_apps/native_apps/footguy;e628e95ebcf83a168fcad988514610685c0a1519;239517a79fcc7e723217b6569c8060b4b78994d5;cleaning git files.	;def_removal;Possible_False_Positive
UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/native_apps/fdroid/app;30cb2f9150efaa692cab46bac70e0922f4662c63;c040853bbedf84cc912412b9cec63aa967cf0d91;Automated commit for build 0.6.4	;def_removal;Possible_False_Positive
UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/native_apps/attendance-viewer;2c9586d2d3601ef02e42c2817fff9b4c1c474952;11b70ccfda14da45dd3d4dabd74d8ef153695015;Updated App design	;def_removal;True_Positive
UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/native_apps/attendance-viewer;2c9586d2d3601ef02e42c2817fff9b4c1c474952;11b70ccfda14da45dd3d4dabd74d8ef153695015;Updated App design	;def_removal;Possible_False_Positive
UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/native_apps/attendance-viewer;2c9586d2d3601ef02e42c2817fff9b4c1c474952;11b70ccfda14da45dd3d4dabd74d8ef153695015;Updated App design	;def_removal;Possible_False_Positive
UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/native_apps/attendance-viewer;2c9586d2d3601ef02e42c2817fff9b4c1c474952;11b70ccfda14da45dd3d4dabd74d8ef153695015;Updated App design	;def_removal;True_Positive
UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/native_apps/attendance-viewer;2c9586d2d3601ef02e42c2817fff9b4c1c474952;11b70ccfda14da45dd3d4dabd74d8ef153695015;Updated App design	;def_removal;Possible_False_Positive
UnclosedCloseable;/Users/rar9993/repos/research/fdroid_apps/native_apps/attendance-viewer;2c9586d2d3601ef02e42c2817fff9b4c1c474952;11b70ccfda14da45dd3d4dabd74d8ef153695015;Updated App design	;def_removal;Possible_False_Positive
