File,Class,DTWC,DR,DW,IDFP,IDS,ISQLQ,IGS,LIC,LT,MIM,NLMR,PD,RAM,SL,UC
"/Users/rar9993/repos/research/fdroid_apps/native_apps/sysnotifsnooze/app/src/main/java/com/iboalali/sysnotifsnooze/util/Base64DecoderException.java",com.iboalali.sysnotifsnooze.util.Base64DecoderException,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/sysnotifsnooze/app/src/main/java/com/iboalali/sysnotifsnooze/util/IabException.java",com.iboalali.sysnotifsnooze.util.IabException,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/sysnotifsnooze/app/src/main/java/com/iboalali/sysnotifsnooze/util/Base64.java",com.iboalali.sysnotifsnooze.util.Base64,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/sysnotifsnooze/app/src/main/java/com/iboalali/sysnotifsnooze/util/Inventory.java",com.iboalali.sysnotifsnooze.util.Inventory,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/sysnotifsnooze/app/src/main/java/com/iboalali/sysnotifsnooze/util/SkuDetails.java",com.iboalali.sysnotifsnooze.util.SkuDetails,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/sysnotifsnooze/app/src/main/java/com/iboalali/sysnotifsnooze/util/Purchase.java",com.iboalali.sysnotifsnooze.util.Purchase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/sysnotifsnooze/app/src/main/java/com/iboalali/sysnotifsnooze/util/IabResult.java",com.iboalali.sysnotifsnooze.util.IabResult,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/sysnotifsnooze/app/src/main/java/com/iboalali/sysnotifsnooze/util/IabHelper.java",com.iboalali.sysnotifsnooze.util.IabHelper,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/sysnotifsnooze/app/src/main/java/com/iboalali/sysnotifsnooze/util/Security.java",com.iboalali.sysnotifsnooze.util.Security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/sysnotifsnooze/app/src/main/java/com/iboalali/sysnotifsnooze/MainActivity.java",com.iboalali.sysnotifsnooze.MainActivity,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/sysnotifsnooze/app/src/main/java/com/iboalali/sysnotifsnooze/Utils.java",com.iboalali.sysnotifsnooze.Utils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/sysnotifsnooze/app/src/main/java/com/iboalali/sysnotifsnooze/AppSelectorActivity.java",com.iboalali.sysnotifsnooze.AppSelectorActivity,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/sysnotifsnooze/app/src/main/java/com/iboalali/sysnotifsnooze/NotificationListener.java",com.iboalali.sysnotifsnooze.NotificationListener,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
