File,Class,DTWC,DR,DW,IDFP,IDS,ISQLQ,IGS,LIC,LT,MIM,NLMR,PD,RAM,SL,UC
"/Users/rar9993/repos/research/fdroid_apps/native_apps/ColorNamer/app/src/main/java/com/color/colornamer/HelpActivity.java",com.color.colornamer.HelpActivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"/Users/rar9993/repos/research/fdroid_apps/native_apps/ColorNamer/app/src/main/java/com/color/colornamer/Preview.java",com.color.colornamer.Preview,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/ColorNamer/app/src/main/java/com/color/colornamer/ColorViewDialog.java",com.color.colornamer.ColorViewDialog,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/ColorNamer/app/src/main/java/com/color/colornamer/OutlineDrawableView.java",com.color.colornamer.OutlineDrawableView,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"/Users/rar9993/repos/research/fdroid_apps/native_apps/ColorNamer/app/src/main/java/com/color/colornamer/InfoActivity.java",com.color.colornamer.InfoActivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"/Users/rar9993/repos/research/fdroid_apps/native_apps/ColorNamer/app/src/main/java/com/color/colornamer/ColorData.java",com.color.colornamer.ColorData,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/ColorNamer/app/src/main/java/com/color/colornamer/MainActivity.java",com.color.colornamer.MainActivity,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/ColorNamer/app/src/main/java/com/color/colornamer/SearchFragment.java",com.color.colornamer.SearchFragment,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/ColorNamer/app/src/main/java/com/color/colornamer/Sharer.java",com.color.colornamer.Sharer,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/ColorNamer/app/src/main/java/com/color/colornamer/ColorArrayAdapter.java",com.color.colornamer.ColorArrayAdapter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/ColorNamer/app/src/main/java/com/color/colornamer/ColorPickerView.java",com.color.colornamer.ColorPickerView,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/ColorNamer/app/src/main/java/com/color/colornamer/CameraActivity.java",com.color.colornamer.CameraActivity,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/ColorNamer/app/src/main/java/com/color/colornamer/EnterColorDialog.java",com.color.colornamer.EnterColorDialog,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/ColorNamer/app/src/main/java/com/color/colornamer/MenuActivity.java",com.color.colornamer.MenuActivity,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
