File,Class,DTWC,DR,DW,IDFP,IDS,ISQLQ,IGS,LIC,LT,MIM,NLMR,PD,RAM,SL,UC
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Battery-Indicator-Free/src/com/darshancomputing/BatteryIndicator/BatteryInfoService.java",com.darshancomputing.BatteryIndicator.BatteryInfoService,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Battery-Indicator-Free/src/com/darshancomputing/BatteryIndicator/HelpActivity.java",com.darshancomputing.BatteryIndicator.HelpActivity,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Battery-Indicator-Free/src/com/darshancomputing/BatteryIndicator/BootCompletedReceiver.java",com.darshancomputing.BatteryIndicator.BootCompletedReceiver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Battery-Indicator-Free/src/com/darshancomputing/BatteryIndicator/BatteryInfoAppWidgetProvider.java",com.darshancomputing.BatteryIndicator.BatteryInfoAppWidgetProvider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Battery-Indicator-Free/src/com/darshancomputing/BatteryIndicator/BatteryInfo.java",com.darshancomputing.BatteryIndicator.BatteryInfo,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Battery-Indicator-Free/src/com/darshancomputing/BatteryIndicator/SettingsFragment.java",com.darshancomputing.BatteryIndicator.SettingsFragment,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Battery-Indicator-Free/src/com/darshancomputing/BatteryIndicator/Str.java",com.darshancomputing.BatteryIndicator.Str,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Battery-Indicator-Free/src/com/darshancomputing/BatteryIndicator/BatteryInfoActivity.java",com.darshancomputing.BatteryIndicator.BatteryInfoActivity,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Battery-Indicator-Free/src/com/darshancomputing/BatteryIndicator/CurrentInfoFragment.java",com.darshancomputing.BatteryIndicator.CurrentInfoFragment,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Battery-Indicator-Free/src/com/darshancomputing/BatteryIndicator/CircleWidgetBackground.java",com.darshancomputing.BatteryIndicator.CircleWidgetBackground,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Battery-Indicator-Free/src/com/darshancomputing/BatteryIndicator/PersistentFragment.java",com.darshancomputing.BatteryIndicator.PersistentFragment,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Battery-Indicator-Free/src/com/darshancomputing/BatteryIndicator/SettingsHelpActivity.java",com.darshancomputing.BatteryIndicator.SettingsHelpActivity,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Battery-Indicator-Free/src/com/darshancomputing/BatteryIndicator/BatteryLevel.java",com.darshancomputing.BatteryIndicator.BatteryLevel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Battery-Indicator-Free/src/com/darshancomputing/BatteryIndicator/CheckableLinearLayout.java",com.darshancomputing.BatteryIndicator.CheckableLinearLayout,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Battery-Indicator-Free/src/com/darshancomputing/BatteryIndicator/Predictor.java",com.darshancomputing.BatteryIndicator.Predictor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Battery-Indicator-Free/src/com/darshancomputing/BatteryIndicator/SettingsActivity.java",com.darshancomputing.BatteryIndicator.SettingsActivity,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Battery-Indicator-Free/src/com/darshancomputing/BatteryIndicator/PredictorCore.java",com.darshancomputing.BatteryIndicator.PredictorCore,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
