File,Class,DTWC,DR,DW,IDFP,IDS,ISQLQ,IGS,LIC,LT,MIM,NLMR,PD,RAM,SL,UC
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Webthingify/app/src/androidTest/java/be/humanoids/webthingify/ExampleInstrumentedTest.java",be.humanoids.webthingify.ExampleInstrumentedTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Webthingify/app/src/test/java/be/humanoids/webthingify/ExampleUnitTest.java",be.humanoids.webthingify.ExampleUnitTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Webthingify/app/src/main/java/be/humanoids/webthingify/ValueUpdateTask.java",be.humanoids.webthingify.ValueUpdateTask,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Webthingify/app/src/main/java/be/humanoids/webthingify/Phone.java",be.humanoids.webthingify.Phone,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Webthingify/app/src/main/java/be/humanoids/webthingify/VibrateAction.java",be.humanoids.webthingify.VibrateAction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Webthingify/app/src/main/java/be/humanoids/webthingify/MainActivity.java",be.humanoids.webthingify.MainActivity,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Webthingify/app/src/main/java/be/humanoids/webthingify/WebthingService.java",be.humanoids.webthingify.WebthingService,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Webthingify/app/src/main/java/be/humanoids/webthingify/ValueCachedUpdateTask.java",be.humanoids.webthingify.ValueCachedUpdateTask,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Webthingify/app/src/main/java/be/humanoids/webthingify/Value.java",be.humanoids.webthingify.Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Webthingify/app/src/main/java/be/humanoids/webthingify/ServerTask.java",be.humanoids.webthingify.ServerTask,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Webthingify/app/src/main/java/be/humanoids/webthingify/Camera.java",be.humanoids.webthingify.Camera,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Webthingify/app/src/main/java/be/humanoids/webthingify/BackCamera.java",be.humanoids.webthingify.BackCamera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/Webthingify/app/src/main/java/be/humanoids/webthingify/FrontCamera.java",be.humanoids.webthingify.FrontCamera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
