File,Class,DTWC,DR,DW,IDFP,IDS,ISQLQ,IGS,LIC,LT,MIM,NLMR,PD,RAM,SL,UC
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/net/gsantner/opoc/util/ShareUtil.java",net.gsantner.opoc.util.ShareUtil,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/net/gsantner/opoc/util/NetworkUtils.java",net.gsantner.opoc.util.NetworkUtils,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/net/gsantner/opoc/util/FileUtils.java",net.gsantner.opoc.util.FileUtils,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/net/gsantner/opoc/util/PermissionChecker.java",net.gsantner.opoc.util.PermissionChecker,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/net/gsantner/opoc/util/Callback.java",net.gsantner.opoc.util.Callback,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/net/gsantner/opoc/util/AdBlock.java",net.gsantner.opoc.util.AdBlock,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/net/gsantner/opoc/util/ContextUtils.java",net.gsantner.opoc.util.ContextUtils,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/net/gsantner/opoc/util/ActivityUtils.java",net.gsantner.opoc.util.ActivityUtils,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/net/gsantner/opoc/util/DownloadTask.java",net.gsantner.opoc.util.DownloadTask,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/net/gsantner/opoc/activity/GsFragmentBase.java",net.gsantner.opoc.activity.GsFragmentBase,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/net/gsantner/opoc/preference/SharedPreferencesPropertyBackend.java",net.gsantner.opoc.preference.SharedPreferencesPropertyBackend,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/net/gsantner/opoc/preference/PropertyBackend.java",net.gsantner.opoc.preference.PropertyBackend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/net/gsantner/opoc/preference/nonsupport/LanguagePreference.java",net.gsantner.opoc.preference.nonsupport.LanguagePreference,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/net/gsantner/opoc/format/markdown/SimpleMarkdownParser.java",net.gsantner.opoc.format.markdown.SimpleMarkdownParser,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/com/github/dfa/hubzilla_android/ui/theme/ThemedVisibilityPreference.java",com.github.dfa.hubzilla_android.ui.theme.ThemedVisibilityPreference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/com/github/dfa/hubzilla_android/ui/theme/ThemedPreferenceCategory.java",com.github.dfa.hubzilla_android.ui.theme.ThemedPreferenceCategory,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/com/github/dfa/hubzilla_android/ui/theme/ThemeHelper.java",com.github.dfa.hubzilla_android.ui.theme.ThemeHelper,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/com/github/dfa/hubzilla_android/ui/theme/ThemedFragment.java",com.github.dfa.hubzilla_android.ui.theme.ThemedFragment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/com/github/dfa/hubzilla_android/ui/theme/ThemedAlertDialogBuilder.java",com.github.dfa.hubzilla_android.ui.theme.ThemedAlertDialogBuilder,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/com/github/dfa/hubzilla_android/ui/theme/Themeable.java",com.github.dfa.hubzilla_android.ui.theme.Themeable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/com/github/dfa/hubzilla_android/ui/theme/ThemedCheckBoxPreference.java",com.github.dfa.hubzilla_android.ui.theme.ThemedCheckBoxPreference,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/com/github/dfa/hubzilla_android/ui/theme/ThemedAppCompatDialogFragment.java",com.github.dfa.hubzilla_android.ui.theme.ThemedAppCompatDialogFragment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/com/github/dfa/hubzilla_android/ui/theme/ThemedColorPickerPreference.java",com.github.dfa.hubzilla_android.ui.theme.ThemedColorPickerPreference,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/AndHub/app/src/main/java/com/github/dfa/hubzilla_android/ui/theme/ThemedActivity.java",com.github.dfa.hubzilla_android.ui.theme.ThemedActivity,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
