File,Class,DTWC,DR,DW,IDFP,IDS,ISQLQ,IGS,LIC,LT,MIM,NLMR,PD,RAM,SL,UC
"/Users/rar9993/repos/research/fdroid_apps/native_apps/mathtools/app/src/main/java/org/aminb/mathtools/app/util/Dialogs.java",org.aminb.mathtools.app.util.Dialogs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/mathtools/app/src/main/java/org/aminb/mathtools/app/util/Fragments.java",org.aminb.mathtools.app.util.Fragments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/mathtools/app/src/main/java/org/aminb/mathtools/app/util/Utils.java",org.aminb.mathtools.app.util.Utils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/mathtools/app/src/main/java/org/aminb/mathtools/app/util/R.java",org.aminb.mathtools.app.util.R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/mathtools/app/src/main/java/org/aminb/mathtools/app/activity/ContentActivity.java",org.aminb.mathtools.app.activity.ContentActivity,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/mathtools/app/src/main/java/org/aminb/mathtools/app/activity/MainActivity.java",org.aminb.mathtools.app.activity.MainActivity,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"/Users/rar9993/repos/research/fdroid_apps/native_apps/mathtools/app/src/main/java/org/aminb/mathtools/app/activity/BaseActivity.java",org.aminb.mathtools.app.activity.BaseActivity,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/mathtools/app/src/main/java/org/aminb/mathtools/app/activity/FeedbackActivity.java",org.aminb.mathtools.app.activity.FeedbackActivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/mathtools/app/src/main/java/org/aminb/mathtools/app/MTLocale.java",org.aminb.mathtools.app.MTLocale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/mathtools/app/src/main/java/org/aminb/mathtools/app/MTApplication.java",org.aminb.mathtools.app.MTApplication,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/mathtools/app/src/main/java/org/aminb/mathtools/app/math/Line2D.java",org.aminb.mathtools.app.math.Line2D,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/mathtools/app/src/main/java/org/aminb/mathtools/app/math/Line3D.java",org.aminb.mathtools.app.math.Line3D,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/mathtools/app/src/main/java/org/aminb/mathtools/app/math/VectorHelpers.java",org.aminb.mathtools.app.math.VectorHelpers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/mathtools/app/src/main/java/org/aminb/mathtools/app/fragment/BaseFragment.java",org.aminb.mathtools.app.fragment.BaseFragment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/mathtools/app/src/main/java/org/aminb/mathtools/app/fragment/FeedbackFragment.java",org.aminb.mathtools.app.fragment.FeedbackFragment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/mathtools/app/src/main/java/org/aminb/mathtools/app/fragment/MainFragment.java",org.aminb.mathtools.app.fragment.MainFragment,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/mathtools/app/src/main/java/org/aminb/mathtools/app/fragment/trigonometry/CalculatorFragment.java",org.aminb.mathtools.app.fragment.trigonometry.CalculatorFragment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/mathtools/app/src/main/java/org/aminb/mathtools/app/fragment/vector/ProjectionsFragment.java",org.aminb.mathtools.app.fragment.vector.ProjectionsFragment,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
"/Users/rar9993/repos/research/fdroid_apps/native_apps/mathtools/app/src/main/java/org/aminb/mathtools/app/fragment/vector/LinesFragment.java",org.aminb.mathtools.app.fragment.vector.LinesFragment,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
"/Users/rar9993/repos/research/fdroid_apps/native_apps/mathtools/app/src/main/java/org/aminb/mathtools/app/fragment/vector/ProductsFragment.java",org.aminb.mathtools.app.fragment.vector.ProductsFragment,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
